"","r2_ajustado","normaliad","homocedasticidad","year"
"1",0.901654420491244,0.817278923620691,0.835020345714242,2020
"2",0.866718791928899,0.875606367000919,0.913787100632068,2020
"3",0.893410627312829,0.796456901547057,0.800306996372719,2020
"4",0.335719926513782,0.291192889301857,0.590716870991829,2020
"5",0.719759775904051,0.883253830305335,0.873028000783499,2020
"6",0.760818416807767,0.0307016228739858,0.189198518404863,2020
"7",0.641250941878593,0.132620839674326,0.776708946844615,2020
"8",-0.369340906801598,0.0302774930090554,0.504618164736458,2020
"9",0.6325969810774,0.115809305460591,0.731713645848019,2020
"10",0.504289312663138,0.220441379180683,0.520982805521329,2020
"11",0.900501643445349,0.479433417752089,0.115908278406792,2020
"12",0.85339316007085,0.240461830338506,0.119007130881725,2020
"13",0.728269960079493,0.399187552088355,0.996310032249346,2020
"14",0.765588463979657,0.766575495980072,0.971697490914698,2020
"15",0.699088240300991,0.0512725701221233,0.229508471484225,2020
"16",0.771779526370988,0.883210613888225,0.814405015757396,2020
"17",0.921877756189206,0.81693519471023,0.183599442418921,2020
"18",0.822188776180627,0.592417161657245,0.10318588812819,2020
"19",0.72000623702432,0.236914934887225,0.306080733724832,2020
"20",0.731252279140859,0.356379501565227,0.875641433358355,2020
"21",0.78851409805801,0.453765562732528,0.371128758851985,2020
"22",0.900773952943071,0.158846282323386,0.355758542172367,2020
"23",0.651691857192085,0.21643015813115,0.854638326538499,2020
"24",0.759462828821006,0.598806852755725,0.993251716576224,2020
"25",0.806262555781431,0.152092374233669,0.179060814872553,2020
"26",0.946839935164626,0.671183401956654,0.810024909770661,2020
"27",0.84119277488311,0.429168772774584,0.110848260157194,2020
"28",0.92934210401623,0.157386389555847,0.684715380238742,2020
"29",0.894616494406174,0.236763894132411,0.540901093448698,2020
"30",0.998874191087405,0.360788417255959,0.243410453351039,2020
"31",0.80169940157813,0.793368801850184,0.976569185860377,2020
"32",0.542954111831143,0.235592832176931,0.697236281158676,2020
"33",0.864280698163026,0.857144449413084,0.840950980723101,2020
"34",0.929905654360109,0.188768611013186,0.64579043804003,2020
"35",0.825188000029189,0.256936293061396,0.940257929686723,2020
"36",0.8205612823339,0.753218505634661,0.687472804465349,2020
"37",0.830624193507205,0.643243183268237,0.69903801201714,2020
"38",0.862093055695634,0.288099285656277,0.991328299467324,2020
"39",0.916110587686077,0.943528826968238,0.86647919957859,2020
"40",0.78743210782361,0.144918178657195,0.883199223036847,2020
"41",0.147296450629556,0.132462344314987,0.452971172054802,2020
"42",0.979638233532774,0.295805195230261,0.592307274940375,2020
"43",0.863421244719767,0.539605819202386,0.52459376512176,2020
"44",-0.0956158359885282,0.659223995725988,0.0874083360397093,2020
"45",0.747317668574649,0.698943763053887,0.656535394186121,2020
"46",0.889831974663346,0.233540233949341,0.9533542343837,2020
"47",0.986587434647578,0.430503831702185,0.540198875283429,2020
"48",0.906716485580072,0.224745041327361,0.77772082568928,2020
"49",0.825085932910934,0.17226249953144,0.14685765094328,2020
"50",0.788157876228023,0.162780273655914,0.597290848892857,2020
"51",0.893281960927604,0.0173416454328906,0.216773572414051,2020
"52",0.441527668399084,0.157345087773469,0.598972204826779,2020
"53",0.714078129480992,0.132439690745629,0.509632521198893,2020
"54",0.859610711515341,0.0823074588848532,0.1160728133643,2020
"55",0.770497470062273,0.512690999631926,0.106363925700981,2020
"56",0.933622479548181,0.212826852441451,0.679482331066059,2020
"57",0.50296374808753,0.229381510670574,0.517848515124316,2020
"58",0.214995127631422,0.680780130788797,0.133409026790571,2020
"59",0.798981216401624,0.15578462681247,0.861702153102681,2020
"60",0.849925528763589,0.0348059985650664,0.835730133145755,2020
"61",0.841116214937704,0.473546967120701,0.744168189227221,2020
"62",0.744761002496179,0.0495046468838673,0.298126533095026,2020
"63",0.649233203222128,0.124500219912838,0.256427556159945,2020
"64",0.813981040575543,0.92111623278346,0.998878487816203,2020
"65",0.792707623004862,0.863960406878238,0.97843815481037,2020
"66",0.724869352222718,0.193846543505007,0.540541642570746,2020
"67",0.936995353964225,0.704095344239051,0.216878315462808,2020
"68",0.620718915362926,0.361116046272245,0.472811824969662,2020
"69",0.778649705916324,0.587917148884344,0.291896549301739,2020
"70",0.902069046337231,0.391738743783576,0.859512424225076,2020
"71",0.843659310902172,0.182608896100857,0.521728960921439,2020
"72",0.827222053735275,0.102319255686312,0.131991607684884,2020
"73",0.82565155056697,0.339571085207701,0.0830610064982809,2020
"74",0.933813349249985,0.0822937710289095,0.471183298038581,2020
"75",0.665500892505375,0.198521163283688,0.832512067918254,2020
"76",0.86845862104101,0.0619375193331684,0.385587632085106,2020
"77",0.156770427962015,0.543621210592265,0.621022209078795,2020
"78",0.381030036237902,0.802768914421448,0.742781317333567,2020
"79",0.866756971078216,0.148032105659304,0.507397822051048,2020
"80",0.892526686022918,0.602058375895056,0.84434613205376,2020
"81",0.835892072513721,0.655834649671395,0.822854544114734,2020
"82",-0.889431786821801,0.15456588626548,0.333935475171368,2020
"83",0.998278855094818,0.968510296639327,0.153947291239609,2020
"84",0.757575318708238,0.399854339297741,0.65348122761533,2020
"85",0.823566031180774,0.608932095975758,0.946745876813853,2020
"86",0.412118670959814,0.740856597021255,0.774557876398884,2020
"87",0.969112881028218,0.592455997096781,0.764115463713881,2020
"88",0.707828380475211,0.139978461130429,0.547301321099844,2020
"89",0.937695186307414,0.711243091032431,0.171134645413727,2020
"90",0.83635847592648,0.492376683377437,0.122457918592851,2020
"91",0.484858274314304,0.26247344163939,0.629235184529648,2020
"92",0.678967837197797,0.592688683291357,0.941903521517433,2020
"93",0.885177066974342,0.469795969516983,0.149481434447492,2020
"94",0.682597393042168,0.261473974253117,0.615771178936165,2020
"95",0.748586981064701,0.0916471985344146,0.630127535199967,2020
"96",0.56268904857729,0.181577504722791,0.167067017656018,2020
"97",0.760090581607261,0.0780737782254079,0.41769551410226,2020
"98",0.844050869403453,0.0312587163899145,0.305017096321271,2020
"99",0.85070268560758,0.0915254664869532,0.879235272313609,2020
"100",0.984183866028332,0.0373647619239735,0.940491917259549,2020
"101",0.925334000342059,0.0423620029012663,0.0982848048347912,2020
"102",0.898492343569588,0.937148775857119,0.741509741059993,2020
"103",0.79300809491118,0.244387795591468,0.907103199725052,2020
"104",0.817853707311771,0.874314480115149,0.858204049171851,2020
"105",0.250049780180476,0.38786262309915,0.378473206238047,2020
"106",0.787470976507686,0.500350212806069,0.9568247840775,2020
"107",0.563617023824689,0.105474338027334,0.494005756116188,2020
"108",0.696045373199896,0.127464252988647,0.240376520136576,2020
"109",0.807164526656525,0.699255770242607,0.913692010285933,2020
"110",0.472756406692085,0.794941285292703,0.791934095691088,2020
"111",0.826776263071348,0.442375519046966,0.115164924383777,2020
"112",0.819832246906935,0.0490524686337852,0.882353837812071,2020
"113",0.765448869494114,0.521567224813677,0.731155565557369,2020
"114",0.822553040462482,0.478721987573997,0.988605639456409,2020
"115",0.922990710335859,0.680926615929386,0.27216919983432,2020
"116",0.59617683956518,0.766621417538064,0.857568581463711,2020
"117",0.891411802633473,0.604290520073617,0.752376109031436,2020
"118",0.711943570971405,0.778852709073682,0.969769767984074,2020
"119",0.607979772671754,0.104918141968987,0.583901539573352,2020
"120",0.891740495468676,0.301110615473083,0.650225458013364,2020
"121",0.830769334378849,0.591406468642921,0.897721204216676,2020
"122",0.671113764887322,0.296562552480949,0.128520645171831,2020
"123",0.129924842993948,0.320658851322998,0.56393444823664,2020
"124",0.846374459866737,0.490921504172664,0.224489174725948,2020
"125",0.751041419509176,0.404561245295106,0.102995898691064,2020
"126",0.901654420491244,0.817278923620691,0.835020345714242,2021
"127",0.866718791928899,0.875606367000919,0.913787100632068,2021
"128",0.893410627312829,0.796456901547057,0.800306996372719,2021
"129",0.335719926513782,0.291192889301857,0.590716870991829,2021
"130",0.719759775904051,0.883253830305335,0.873028000783499,2021
"131",0.760818416807767,0.0307016228739858,0.189198518404863,2021
"132",0.641250941878593,0.132620839674326,0.776708946844615,2021
"133",-0.369340906801598,0.0302774930090554,0.504618164736458,2021
"134",0.6325969810774,0.115809305460591,0.731713645848019,2021
"135",0.504289312663138,0.220441379180683,0.520982805521329,2021
"136",0.900501643445349,0.479433417752089,0.115908278406792,2021
"137",0.85339316007085,0.240461830338506,0.119007130881725,2021
"138",0.728269960079493,0.399187552088355,0.996310032249346,2021
"139",0.765588463979657,0.766575495980072,0.971697490914698,2021
"140",0.699088240300991,0.0512725701221233,0.229508471484225,2021
"141",0.771779526370988,0.883210613888225,0.814405015757396,2021
"142",0.921877756189206,0.81693519471023,0.183599442418921,2021
"143",0.822188776180627,0.592417161657245,0.10318588812819,2021
"144",0.72000623702432,0.236914934887225,0.306080733724832,2021
"145",0.731252279140859,0.356379501565227,0.875641433358355,2021
"146",0.78851409805801,0.453765562732528,0.371128758851985,2021
"147",0.900773952943071,0.158846282323386,0.355758542172367,2021
"148",0.651691857192085,0.21643015813115,0.854638326538499,2021
"149",0.759462828821006,0.598806852755725,0.993251716576224,2021
"150",0.806262555781431,0.152092374233669,0.179060814872553,2021
"151",0.946839935164626,0.671183401956654,0.810024909770661,2021
"152",0.84119277488311,0.429168772774584,0.110848260157194,2021
"153",0.92934210401623,0.157386389555847,0.684715380238742,2021
"154",0.894616494406174,0.236763894132411,0.540901093448698,2021
"155",0.998874191087405,0.360788417255959,0.243410453351039,2021
"156",0.80169940157813,0.793368801850184,0.976569185860377,2021
"157",0.542954111831143,0.235592832176931,0.697236281158676,2021
"158",0.864280698163026,0.857144449413084,0.840950980723101,2021
"159",0.929905654360109,0.188768611013186,0.64579043804003,2021
"160",0.825188000029189,0.256936293061396,0.940257929686723,2021
"161",0.8205612823339,0.753218505634661,0.687472804465349,2021
"162",0.830624193507205,0.643243183268237,0.69903801201714,2021
"163",0.862093055695634,0.288099285656277,0.991328299467324,2021
"164",0.916110587686077,0.943528826968238,0.86647919957859,2021
"165",0.78743210782361,0.144918178657195,0.883199223036847,2021
"166",0.147296450629556,0.132462344314987,0.452971172054802,2021
"167",0.979638233532774,0.295805195230261,0.592307274940375,2021
"168",0.863421244719767,0.539605819202386,0.52459376512176,2021
"169",-0.0956158359885282,0.659223995725988,0.0874083360397093,2021
"170",0.747317668574649,0.698943763053887,0.656535394186121,2021
"171",0.889831974663346,0.233540233949341,0.9533542343837,2021
"172",0.986587434647578,0.430503831702185,0.540198875283429,2021
"173",0.906716485580072,0.224745041327361,0.77772082568928,2021
"174",0.825085932910934,0.17226249953144,0.14685765094328,2021
"175",0.788157876228023,0.162780273655914,0.597290848892857,2021
"176",0.893281960927604,0.0173416454328906,0.216773572414051,2021
"177",0.441527668399084,0.157345087773469,0.598972204826779,2021
"178",0.714078129480992,0.132439690745629,0.509632521198893,2021
"179",0.859610711515341,0.0823074588848532,0.1160728133643,2021
"180",0.770497470062273,0.512690999631926,0.106363925700981,2021
"181",0.933622479548181,0.212826852441451,0.679482331066059,2021
"182",0.50296374808753,0.229381510670574,0.517848515124316,2021
"183",0.214995127631422,0.680780130788797,0.133409026790571,2021
"184",0.798981216401624,0.15578462681247,0.861702153102681,2021
"185",0.849925528763589,0.0348059985650664,0.835730133145755,2021
"186",0.841116214937704,0.473546967120701,0.744168189227221,2021
"187",0.744761002496179,0.0495046468838673,0.298126533095026,2021
"188",0.649233203222128,0.124500219912838,0.256427556159945,2021
"189",0.813981040575543,0.92111623278346,0.998878487816203,2021
"190",0.792707623004862,0.863960406878238,0.97843815481037,2021
"191",0.724869352222718,0.193846543505007,0.540541642570746,2021
"192",0.936995353964225,0.704095344239051,0.216878315462808,2021
"193",0.620718915362926,0.361116046272245,0.472811824969662,2021
"194",0.778649705916324,0.587917148884344,0.291896549301739,2021
"195",0.902069046337231,0.391738743783576,0.859512424225076,2021
"196",0.843659310902172,0.182608896100857,0.521728960921439,2021
"197",0.827222053735275,0.102319255686312,0.131991607684884,2021
"198",0.82565155056697,0.339571085207701,0.0830610064982809,2021
"199",0.933813349249985,0.0822937710289095,0.471183298038581,2021
"200",0.665500892505375,0.198521163283688,0.832512067918254,2021
"201",0.86845862104101,0.0619375193331684,0.385587632085106,2021
"202",0.156770427962015,0.543621210592265,0.621022209078795,2021
"203",0.381030036237902,0.802768914421448,0.742781317333567,2021
"204",0.866756971078216,0.148032105659304,0.507397822051048,2021
"205",0.892526686022918,0.602058375895056,0.84434613205376,2021
"206",0.835892072513721,0.655834649671395,0.822854544114734,2021
"207",-0.889431786821801,0.15456588626548,0.333935475171368,2021
"208",0.998278855094818,0.968510296639327,0.153947291239609,2021
"209",0.757575318708238,0.399854339297741,0.65348122761533,2021
"210",0.823566031180774,0.608932095975758,0.946745876813853,2021
"211",0.412118670959814,0.740856597021255,0.774557876398884,2021
"212",0.969112881028218,0.592455997096781,0.764115463713881,2021
"213",0.707828380475211,0.139978461130429,0.547301321099844,2021
"214",0.937695186307414,0.711243091032431,0.171134645413727,2021
"215",0.83635847592648,0.492376683377437,0.122457918592851,2021
"216",0.484858274314304,0.26247344163939,0.629235184529648,2021
"217",0.678967837197797,0.592688683291357,0.941903521517433,2021
"218",0.885177066974342,0.469795969516983,0.149481434447492,2021
"219",0.682597393042168,0.261473974253117,0.615771178936165,2021
"220",0.748586981064701,0.0916471985344146,0.630127535199967,2021
"221",0.56268904857729,0.181577504722791,0.167067017656018,2021
"222",0.760090581607261,0.0780737782254079,0.41769551410226,2021
"223",0.844050869403453,0.0312587163899145,0.305017096321271,2021
"224",0.85070268560758,0.0915254664869532,0.879235272313609,2021
"225",0.984183866028332,0.0373647619239735,0.940491917259549,2021
"226",0.925334000342059,0.0423620029012663,0.0982848048347912,2021
"227",0.898492343569588,0.937148775857119,0.741509741059993,2021
"228",0.79300809491118,0.244387795591468,0.907103199725052,2021
"229",0.817853707311771,0.874314480115149,0.858204049171851,2021
"230",0.250049780180476,0.38786262309915,0.378473206238047,2021
"231",0.787470976507686,0.500350212806069,0.9568247840775,2021
"232",0.563617023824689,0.105474338027334,0.494005756116188,2021
"233",0.696045373199896,0.127464252988647,0.240376520136576,2021
"234",0.807164526656525,0.699255770242607,0.913692010285933,2021
"235",0.472756406692085,0.794941285292703,0.791934095691088,2021
"236",0.826776263071348,0.442375519046966,0.115164924383777,2021
"237",0.819832246906935,0.0490524686337852,0.882353837812071,2021
"238",0.765448869494114,0.521567224813677,0.731155565557369,2021
"239",0.822553040462482,0.478721987573997,0.988605639456409,2021
"240",0.922990710335859,0.680926615929386,0.27216919983432,2021
"241",0.59617683956518,0.766621417538064,0.857568581463711,2021
"242",0.891411802633473,0.604290520073617,0.752376109031436,2021
"243",0.711943570971405,0.778852709073682,0.969769767984074,2021
"244",0.607979772671754,0.104918141968987,0.583901539573352,2021
"245",0.891740495468676,0.301110615473083,0.650225458013364,2021
"246",0.830769334378849,0.591406468642921,0.897721204216676,2021
"247",0.671113764887322,0.296562552480949,0.128520645171831,2021
"248",0.129924842993948,0.320658851322998,0.56393444823664,2021
"249",0.846374459866737,0.490921504172664,0.224489174725948,2021
"250",0.751041419509176,0.404561245295106,0.102995898691064,2021
"251",0.901654420491244,0.817278923620691,0.835020345714242,2022
"252",0.866718791928899,0.875606367000919,0.913787100632068,2022
"253",0.893410627312829,0.796456901547057,0.800306996372719,2022
"254",0.335719926513782,0.291192889301857,0.590716870991829,2022
"255",0.719759775904051,0.883253830305335,0.873028000783499,2022
"256",0.760818416807767,0.0307016228739858,0.189198518404863,2022
"257",0.641250941878593,0.132620839674326,0.776708946844615,2022
"258",-0.369340906801598,0.0302774930090554,0.504618164736458,2022
"259",0.6325969810774,0.115809305460591,0.731713645848019,2022
"260",0.504289312663138,0.220441379180683,0.520982805521329,2022
"261",0.900501643445349,0.479433417752089,0.115908278406792,2022
"262",0.85339316007085,0.240461830338506,0.119007130881725,2022
"263",0.728269960079493,0.399187552088355,0.996310032249346,2022
"264",0.765588463979657,0.766575495980072,0.971697490914698,2022
"265",0.699088240300991,0.0512725701221233,0.229508471484225,2022
"266",0.771779526370988,0.883210613888225,0.814405015757396,2022
"267",0.921877756189206,0.81693519471023,0.183599442418921,2022
"268",0.822188776180627,0.592417161657245,0.10318588812819,2022
"269",0.72000623702432,0.236914934887225,0.306080733724832,2022
"270",0.731252279140859,0.356379501565227,0.875641433358355,2022
"271",0.78851409805801,0.453765562732528,0.371128758851985,2022
"272",0.900773952943071,0.158846282323386,0.355758542172367,2022
"273",0.651691857192085,0.21643015813115,0.854638326538499,2022
"274",0.759462828821006,0.598806852755725,0.993251716576224,2022
"275",0.806262555781431,0.152092374233669,0.179060814872553,2022
"276",0.946839935164626,0.671183401956654,0.810024909770661,2022
"277",0.84119277488311,0.429168772774584,0.110848260157194,2022
"278",0.92934210401623,0.157386389555847,0.684715380238742,2022
"279",0.894616494406174,0.236763894132411,0.540901093448698,2022
"280",0.998874191087405,0.360788417255959,0.243410453351039,2022
"281",0.80169940157813,0.793368801850184,0.976569185860377,2022
"282",0.542954111831143,0.235592832176931,0.697236281158676,2022
"283",0.864280698163026,0.857144449413084,0.840950980723101,2022
"284",0.929905654360109,0.188768611013186,0.64579043804003,2022
"285",0.825188000029189,0.256936293061396,0.940257929686723,2022
"286",0.8205612823339,0.753218505634661,0.687472804465349,2022
"287",0.830624193507205,0.643243183268237,0.69903801201714,2022
"288",0.862093055695634,0.288099285656277,0.991328299467324,2022
"289",0.916110587686077,0.943528826968238,0.86647919957859,2022
"290",0.78743210782361,0.144918178657195,0.883199223036847,2022
"291",0.147296450629556,0.132462344314987,0.452971172054802,2022
"292",0.979638233532774,0.295805195230261,0.592307274940375,2022
"293",0.863421244719767,0.539605819202386,0.52459376512176,2022
"294",-0.0956158359885282,0.659223995725988,0.0874083360397093,2022
"295",0.747317668574649,0.698943763053887,0.656535394186121,2022
"296",0.889831974663346,0.233540233949341,0.9533542343837,2022
"297",0.986587434647578,0.430503831702185,0.540198875283429,2022
"298",0.906716485580072,0.224745041327361,0.77772082568928,2022
"299",0.825085932910934,0.17226249953144,0.14685765094328,2022
"300",0.788157876228023,0.162780273655914,0.597290848892857,2022
"301",0.893281960927604,0.0173416454328906,0.216773572414051,2022
"302",0.441527668399084,0.157345087773469,0.598972204826779,2022
"303",0.714078129480992,0.132439690745629,0.509632521198893,2022
"304",0.859610711515341,0.0823074588848532,0.1160728133643,2022
"305",0.770497470062273,0.512690999631926,0.106363925700981,2022
"306",0.933622479548181,0.212826852441451,0.679482331066059,2022
"307",0.50296374808753,0.229381510670574,0.517848515124316,2022
"308",0.214995127631422,0.680780130788797,0.133409026790571,2022
"309",0.798981216401624,0.15578462681247,0.861702153102681,2022
"310",0.849925528763589,0.0348059985650664,0.835730133145755,2022
"311",0.841116214937704,0.473546967120701,0.744168189227221,2022
"312",0.744761002496179,0.0495046468838673,0.298126533095026,2022
"313",0.649233203222128,0.124500219912838,0.256427556159945,2022
"314",0.813981040575543,0.92111623278346,0.998878487816203,2022
"315",0.792707623004862,0.863960406878238,0.97843815481037,2022
"316",0.724869352222718,0.193846543505007,0.540541642570746,2022
"317",0.936995353964225,0.704095344239051,0.216878315462808,2022
"318",0.620718915362926,0.361116046272245,0.472811824969662,2022
"319",0.778649705916324,0.587917148884344,0.291896549301739,2022
"320",0.902069046337231,0.391738743783576,0.859512424225076,2022
"321",0.843659310902172,0.182608896100857,0.521728960921439,2022
"322",0.827222053735275,0.102319255686312,0.131991607684884,2022
"323",0.82565155056697,0.339571085207701,0.0830610064982809,2022
"324",0.933813349249985,0.0822937710289095,0.471183298038581,2022
"325",0.665500892505375,0.198521163283688,0.832512067918254,2022
"326",0.86845862104101,0.0619375193331684,0.385587632085106,2022
"327",0.156770427962015,0.543621210592265,0.621022209078795,2022
"328",0.381030036237902,0.802768914421448,0.742781317333567,2022
"329",0.866756971078216,0.148032105659304,0.507397822051048,2022
"330",0.892526686022918,0.602058375895056,0.84434613205376,2022
"331",0.835892072513721,0.655834649671395,0.822854544114734,2022
"332",-0.889431786821801,0.15456588626548,0.333935475171368,2022
"333",0.998278855094818,0.968510296639327,0.153947291239609,2022
"334",0.757575318708238,0.399854339297741,0.65348122761533,2022
"335",0.823566031180774,0.608932095975758,0.946745876813853,2022
"336",0.412118670959814,0.740856597021255,0.774557876398884,2022
"337",0.969112881028218,0.592455997096781,0.764115463713881,2022
"338",0.707828380475211,0.139978461130429,0.547301321099844,2022
"339",0.937695186307414,0.711243091032431,0.171134645413727,2022
"340",0.83635847592648,0.492376683377437,0.122457918592851,2022
"341",0.484858274314304,0.26247344163939,0.629235184529648,2022
"342",0.678967837197797,0.592688683291357,0.941903521517433,2022
"343",0.885177066974342,0.469795969516983,0.149481434447492,2022
"344",0.682597393042168,0.261473974253117,0.615771178936165,2022
"345",0.748586981064701,0.0916471985344146,0.630127535199967,2022
"346",0.56268904857729,0.181577504722791,0.167067017656018,2022
"347",0.760090581607261,0.0780737782254079,0.41769551410226,2022
"348",0.844050869403453,0.0312587163899145,0.305017096321271,2022
"349",0.85070268560758,0.0915254664869532,0.879235272313609,2022
"350",0.984183866028332,0.0373647619239735,0.940491917259549,2022
"351",0.925334000342059,0.0423620029012663,0.0982848048347912,2022
"352",0.898492343569588,0.937148775857119,0.741509741059993,2022
"353",0.79300809491118,0.244387795591468,0.907103199725052,2022
"354",0.817853707311771,0.874314480115149,0.858204049171851,2022
"355",0.250049780180476,0.38786262309915,0.378473206238047,2022
"356",0.787470976507686,0.500350212806069,0.9568247840775,2022
"357",0.563617023824689,0.105474338027334,0.494005756116188,2022
"358",0.696045373199896,0.127464252988647,0.240376520136576,2022
"359",0.807164526656525,0.699255770242607,0.913692010285933,2022
"360",0.472756406692085,0.794941285292703,0.791934095691088,2022
"361",0.826776263071348,0.442375519046966,0.115164924383777,2022
"362",0.819832246906935,0.0490524686337852,0.882353837812071,2022
"363",0.765448869494114,0.521567224813677,0.731155565557369,2022
"364",0.822553040462482,0.478721987573997,0.988605639456409,2022
"365",0.922990710335859,0.680926615929386,0.27216919983432,2022
"366",0.59617683956518,0.766621417538064,0.857568581463711,2022
"367",0.891411802633473,0.604290520073617,0.752376109031436,2022
"368",0.711943570971405,0.778852709073682,0.969769767984074,2022
"369",0.607979772671754,0.104918141968987,0.583901539573352,2022
"370",0.891740495468676,0.301110615473083,0.650225458013364,2022
"371",0.830769334378849,0.591406468642921,0.897721204216676,2022
"372",0.671113764887322,0.296562552480949,0.128520645171831,2022
"373",0.129924842993948,0.320658851322998,0.56393444823664,2022
"374",0.846374459866737,0.490921504172664,0.224489174725948,2022
"375",0.751041419509176,0.404561245295106,0.102995898691064,2022
